,id,age,detailed industry recode,detailed occupation recode,education,wage per hour,marital stat,race,hispanic origin,sex,full or part time employment stat,capital gains,capital losses,dividends from stocks,tax filer stat,detailed household and family stat,detailed household summary in household,num persons worked for employer,citizenship,own business or self employed,veterans benefits,weeks worked in year,year,y
12846,12846,32,33,2,2,103,1,3,5,1,0,0,0,0,2,3,4,2,4,0,2,52,94,-50000
12847,12847,43,42,8,1,0,1,3,5,0,0,0,0,0,2,32,7,6,4,2,2,32,94, 50000+.
12848,12848,10,0,0,3,0,0,3,0,1,0,0,0,0,5,18,5,0,4,0,0,0,94,-50000
12849,12849,48,23,39,10,209,5,3,5,1,0,0,0,0,3,1,4,6,4,0,2,52,94,-50000
12850,12850,41,29,38,9,0,1,3,3,1,5,0,0,0,2,3,4,4,1,0,2,52,95,-50000
12851,12851,23,0,0,7,0,1,3,5,0,4,0,0,0,2,32,7,4,4,0,2,30,95,-50000
12852,12852,9,0,0,3,0,0,3,5,1,0,0,0,0,5,22,0,0,4,0,0,0,95,-50000
12853,12853,41,37,5,1,0,6,1,5,0,0,99999,0,0,3,1,4,3,4,0,2,32,94, 50000+.
12854,12854,44,24,2,7,0,1,3,5,1,5,0,0,25,2,3,4,1,4,0,2,52,95,-50000
12855,12855,39,43,10,0,0,6,3,5,0,5,4934,0,0,1,3,4,6,4,0,2,52,95, 50000+.
12856,12856,24,30,24,7,0,0,3,4,0,0,3325,0,0,3,14,6,6,3,0,2,52,94,-50000
12857,12857,35,43,22,7,107,5,3,5,0,0,0,0,0,1,3,4,5,4,0,2,52,94,-50000
12858,12858,56,4,2,16,0,1,3,5,0,0,0,0,0,2,32,7,1,4,0,2,52,94,-50000
12859,12859,52,31,33,10,0,1,3,5,1,5,0,0,0,2,3,4,5,4,0,2,52,95, 50000+.
12860,12860,29,42,30,14,0,5,1,5,0,7,0,0,0,1,3,4,3,4,2,2,52,95,-50000
12861,12861,34,0,0,7,0,1,3,5,0,0,0,0,0,2,32,7,0,4,0,2,0,94,-50000
12862,12862,36,45,5,0,0,1,3,5,1,5,0,0,400,2,3,4,4,4,2,2,52,95, 50000+.
12863,12863,64,0,0,7,0,1,3,5,1,0,0,0,0,4,3,4,0,4,0,2,0,94,-50000
12864,12864,52,43,26,10,0,1,3,5,0,5,0,0,0,2,32,7,5,4,0,2,52,95,-50000
12865,12865,48,2,44,10,0,1,3,5,1,5,0,0,18,2,3,4,1,4,0,2,52,95,-50000
12866,12866,22,0,0,7,0,0,1,5,1,1,0,0,0,5,14,6,0,4,0,2,0,95,-50000
12867,12867,64,43,31,15,0,1,1,5,0,0,0,0,0,4,3,4,2,4,0,2,52,94,-50000
12868,12868,73,0,0,6,0,1,3,5,0,4,0,0,0,5,32,7,0,4,0,2,0,95,-50000
12869,12869,4,0,0,3,0,0,3,3,0,0,0,0,0,5,22,0,0,4,0,0,0,95,-50000
12870,12870,54,11,18,7,0,1,3,5,1,0,0,0,1250,2,3,4,2,4,2,2,52,94, 50000+.
12871,12871,25,45,4,1,675,1,3,5,0,0,0,0,2,2,32,7,5,4,0,2,52,94,-50000
12872,12872,32,27,42,10,207,1,3,5,1,0,0,0,0,2,3,4,4,4,0,2,52,94,-50000
12873,12873,20,0,0,7,0,0,4,5,0,0,0,0,0,5,16,3,0,1,0,2,0,94,-50000
12874,12874,90,0,0,8,0,0,3,2,1,0,0,0,0,5,14,6,0,4,0,2,0,94,-50000
12875,12875,36,34,17,7,0,1,3,5,1,5,0,0,25,2,3,4,3,4,0,2,52,95, 50000+.
12876,12876,24,43,14,1,0,0,3,0,0,5,0,0,0,1,3,4,6,4,2,2,52,95,-50000
12877,12877,45,39,32,10,0,1,3,5,0,2,0,0,200,2,32,7,1,4,0,2,52,95,-50000
12878,12878,52,43,10,1,0,1,3,5,0,6,0,0,0,2,3,4,6,4,0,2,52,95,-50000
12879,12879,12,0,0,3,0,0,3,8,0,0,0,0,0,5,22,0,0,4,0,0,0,95,-50000
12880,12880,34,30,2,0,0,1,3,5,1,0,0,0,4000,2,32,7,6,4,2,2,52,94, 50000+.
12881,12881,15,40,32,15,0,0,3,5,1,0,0,0,0,5,22,0,0,4,0,2,0,94,-50000
12882,12882,35,29,21,1,0,4,3,5,1,0,0,0,0,3,1,4,6,4,0,2,52,94, 50000+.
12883,12883,26,33,19,10,0,0,3,5,1,5,0,0,0,3,14,6,3,4,0,2,52,95,-50000
12884,12884,38,35,26,10,0,5,3,5,0,5,0,0,16,1,3,4,4,4,0,2,52,95,-50000
12885,12885,34,33,19,10,0,5,3,5,0,5,0,0,0,1,3,4,4,4,1,2,40,95,-50000
12886,12886,42,45,4,1,0,1,3,5,1,3,0,0,0,2,3,4,1,4,0,2,51,95, 50000+.
12887,12887,11,0,0,3,0,0,3,1,1,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
12888,12888,49,0,0,10,0,4,3,5,0,4,0,0,0,1,3,4,6,4,0,2,30,95,-50000
12889,12889,16,44,32,6,147,0,3,5,1,0,0,0,0,5,22,0,0,4,0,2,0,94,-50000
12890,12890,61,0,0,1,0,1,3,5,1,0,0,0,253,2,3,4,4,4,0,2,26,94, 50000+.
12891,12891,79,0,0,1,0,4,3,5,1,4,0,0,0,3,1,4,0,4,0,2,0,95,-50000
12892,12892,75,0,0,6,0,4,1,5,1,4,0,0,0,5,3,4,0,4,0,2,0,95,-50000
12893,12893,75,29,38,6,0,5,3,5,1,5,0,0,0,3,1,4,1,4,0,2,52,95,-50000
12894,12894,47,41,6,4,0,1,4,5,1,0,99999,0,150,2,3,4,5,3,0,2,52,94, 50000+.
12895,12895,70,0,0,9,0,5,3,6,1,0,0,0,0,3,1,4,0,3,0,2,0,94,-50000
12896,12896,46,45,4,12,0,1,3,5,1,5,0,0,0,2,3,4,1,4,0,2,52,95, 50000+.
12897,12897,18,33,16,10,0,5,3,5,0,5,0,0,0,3,31,5,6,4,0,2,52,95,-50000
12898,12898,51,40,33,1,0,1,3,0,1,5,0,0,0,2,3,4,5,4,0,2,52,95,-50000
12899,12899,47,31,26,10,707,1,3,0,1,0,0,0,0,2,3,4,6,0,0,2,52,94,-50000
12900,12900,46,29,38,6,595,1,3,5,1,5,0,0,0,2,3,4,4,4,2,2,52,95,-50000
12901,12901,55,29,38,10,0,1,3,5,1,0,0,0,0,2,32,7,4,4,0,2,52,94,-50000
12902,12902,8,0,0,3,0,0,3,1,1,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
12903,12903,27,39,2,10,0,1,3,5,1,5,0,0,0,2,32,7,1,1,0,2,52,95, 50000+.
12904,12904,20,2,44,10,0,0,3,5,1,0,0,0,0,3,14,6,4,4,2,2,35,94,-50000
12905,12905,28,32,36,2,0,0,3,5,1,5,0,0,0,3,5,5,1,4,0,2,52,95,-50000
12906,12906,70,0,0,1,0,5,3,5,0,4,2329,0,0,3,1,4,3,4,0,2,5,95,-50000
12907,12907,31,11,2,1,0,1,0,5,1,5,0,0,8000,2,32,7,6,3,0,2,52,95, 50000+.
12908,12908,76,0,0,0,0,1,3,5,0,0,0,0,0,0,32,7,0,4,0,2,0,94,-50000
12909,12909,23,7,39,10,0,0,3,1,1,0,0,0,0,3,14,6,6,1,0,2,52,94,-50000
12910,12910,82,0,0,15,0,1,4,5,0,4,10566,0,0,0,3,4,0,3,0,2,0,95,-50000
12911,12911,47,32,18,10,0,1,3,5,1,5,0,0,0,2,3,4,5,4,0,2,52,95, 50000+.
12912,12912,39,4,34,7,0,1,3,5,1,5,0,0,0,2,3,4,1,4,0,2,51,95,-50000
12913,12913,42,0,0,10,0,0,1,5,0,4,0,0,0,5,1,4,0,4,0,2,0,95,-50000
12914,12914,19,33,29,10,71,5,3,5,0,0,0,0,0,3,6,3,4,4,2,2,20,94,-50000
12915,12915,48,47,28,12,209,1,3,5,1,5,0,0,0,2,3,4,6,3,0,2,52,95, 50000+.
12916,12916,42,16,2,10,0,1,3,5,0,1,0,0,0,2,32,7,1,4,0,2,12,95,-50000
12917,12917,20,33,19,7,0,0,3,5,0,0,0,0,0,3,14,6,6,4,2,2,42,94,-50000
12918,12918,63,50,23,2,0,0,1,5,0,5,0,0,0,3,5,5,6,4,0,2,52,95,-50000
12919,12919,23,4,34,14,0,0,3,5,1,0,0,0,0,3,1,4,1,4,0,2,44,94,-50000
12920,12920,25,42,13,12,0,2,3,5,0,2,0,0,0,2,3,4,2,4,0,2,48,95,-50000
12921,12921,44,19,35,10,0,1,0,0,1,5,0,0,0,2,3,4,6,0,0,2,52,95,-50000
12922,12922,65,33,2,10,0,5,3,5,0,0,1848,0,0,3,31,5,3,4,0,2,52,94,-50000
12923,12923,46,30,33,10,0,1,3,0,0,5,0,0,75,2,32,7,6,4,0,2,52,95, 50000+.
12924,12924,67,0,0,16,0,1,3,5,0,0,0,0,35,0,32,7,5,4,0,2,3,94,-50000
12925,12925,26,4,34,9,0,5,3,1,1,3,0,0,0,3,1,4,1,1,0,2,48,95,-50000
12926,12926,35,0,0,10,0,0,3,5,1,0,0,0,0,5,1,4,0,4,0,2,0,94,-50000
12927,12927,69,0,0,15,0,1,3,0,1,0,0,0,0,0,3,4,0,4,0,2,0,94,-50000
12928,12928,47,37,35,7,0,0,3,5,1,0,0,0,250,3,1,4,6,4,0,2,52,94, 50000+.
12929,12929,28,43,10,1,0,1,3,5,0,5,0,0,0,2,32,7,1,4,2,2,48,95,-50000
12930,12930,71,0,0,16,0,1,3,5,1,0,0,0,450,0,3,4,0,4,0,2,0,94,-50000
12931,12931,46,45,24,10,0,5,3,5,0,0,0,0,0,3,3,4,3,4,0,2,52,94,-50000
12932,12932,22,33,26,7,0,0,3,5,1,0,0,0,0,3,5,5,6,4,0,2,20,94,-50000
12933,12933,46,0,0,7,0,5,1,5,0,4,0,0,0,5,1,4,0,4,0,2,0,95,-50000
12934,12934,15,0,0,14,0,0,1,5,1,0,0,0,0,5,22,0,6,4,0,2,9,94,-50000
12935,12935,46,44,31,10,0,1,3,5,1,0,0,0,50,2,3,4,6,4,1,2,52,94,-50000
12936,12936,36,35,16,1,0,1,3,5,1,0,0,1902,0,2,3,4,6,4,0,2,52,94, 50000+.
12937,12937,37,43,9,4,0,1,3,5,1,0,0,0,0,2,32,7,4,4,2,2,52,94,-50000
12938,12938,34,45,23,10,0,1,1,5,0,0,0,0,0,2,32,7,6,4,0,2,52,94,-50000
12939,12939,23,37,26,10,198,0,3,5,0,0,0,0,0,3,16,3,3,4,0,2,52,94,-50000
12940,12940,42,29,15,7,0,1,3,5,1,0,0,0,500,2,3,4,4,4,0,2,52,94, 50000+.
12941,12941,72,0,0,7,0,1,3,5,0,0,0,0,4250,0,32,7,0,4,0,2,0,94,-50000
12942,12942,25,42,30,7,172,0,3,5,0,5,0,0,0,1,3,4,3,4,0,2,52,95,-50000
12943,12943,37,43,7,4,0,1,0,5,1,5,0,0,0,2,3,4,4,3,0,2,52,95, 50000+.
12944,12944,66,0,0,10,0,1,3,5,0,0,0,0,0,0,32,7,0,4,0,2,0,94,-50000
12945,12945,35,41,26,10,339,0,3,5,1,0,8614,0,0,3,1,4,1,4,0,2,52,94,-50000
12946,12946,55,43,31,14,0,1,3,5,1,0,0,0,0,2,32,7,5,4,0,2,52,94,-50000
12947,12947,50,33,19,6,0,0,3,4,0,0,0,0,0,1,3,4,2,1,0,2,52,94,-50000
12948,12948,82,0,0,7,0,4,3,5,0,4,0,0,1,5,3,4,0,4,0,2,0,95,-50000
12949,12949,5,0,0,3,0,0,3,2,0,0,0,0,0,5,18,5,0,4,0,0,0,94,-50000
12950,12950,49,32,3,7,0,1,3,5,1,5,0,0,1400,2,3,4,6,4,0,2,52,95, 50000+.
12951,12951,20,0,0,7,0,3,1,4,0,0,0,0,0,5,19,6,0,1,0,2,0,94,-50000
12952,12952,42,4,34,1,0,1,3,5,1,5,0,0,0,2,3,4,3,4,1,2,52,95,-50000
12953,12953,41,35,26,1,0,1,3,5,0,0,0,0,0,2,32,7,6,1,0,2,52,94,-50000
12954,12954,76,0,0,11,0,1,3,5,1,0,10605,0,4000,0,3,4,0,4,0,2,0,94, 50000+.
12955,12955,20,9,37,10,0,0,3,5,1,5,0,0,0,3,14,6,3,4,0,2,52,95,-50000
12956,12956,86,0,0,10,0,4,3,5,0,0,1086,0,0,3,31,5,0,4,0,2,0,94,-50000
12957,12957,48,45,3,0,0,1,3,5,1,5,0,0,53,2,32,7,1,4,1,2,52,95, 50000+.
12958,12958,59,2,43,15,0,1,3,5,1,0,0,0,350,2,3,4,1,4,0,2,52,94,-50000
12959,12959,42,29,38,16,0,1,3,5,0,0,0,0,0,5,3,4,0,4,0,2,0,94,-50000
12960,12960,64,0,0,10,0,3,3,5,0,0,0,0,0,5,19,6,0,4,0,2,0,94,-50000
12961,12961,27,4,23,1,0,1,3,5,0,5,0,0,0,2,32,7,6,4,2,2,45,95,-50000
12962,12962,47,35,17,7,0,1,3,5,1,5,0,0,0,2,32,7,1,4,0,2,52,95, 50000+.
12963,12963,17,0,0,14,0,0,3,4,0,0,0,0,0,5,16,3,0,4,0,2,0,94,-50000
12964,12964,65,43,2,10,0,4,3,5,0,0,0,0,0,3,3,4,5,4,0,2,52,94,-50000
12965,12965,12,0,0,3,0,0,1,5,0,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
12966,12966,87,0,0,1,0,1,3,5,0,4,0,0,5093,0,32,7,0,4,0,2,0,95,-50000
12967,12967,22,41,23,7,0,0,1,4,1,0,0,0,0,3,5,5,2,4,0,2,48,94,-50000
12968,12968,49,43,10,1,0,1,3,5,0,5,0,0,0,2,32,7,4,4,2,2,46,95,-50000
12969,12969,30,9,16,7,0,1,2,5,1,0,0,0,50,2,3,4,1,4,0,2,52,94, 50000+.
12970,12970,16,44,32,14,0,0,3,5,0,4,0,0,2000,3,22,0,2,4,0,2,8,95,-50000
12971,12971,16,1,44,6,0,0,3,5,1,0,0,0,0,3,22,0,1,4,0,2,20,94,-50000
12972,12972,19,43,26,7,79,0,3,5,0,0,0,0,0,3,14,6,3,4,2,2,20,94,-50000
12973,12973,34,32,16,7,0,1,3,5,1,5,7688,0,2,2,3,4,3,4,0,2,52,95, 50000+.
12974,12974,34,45,35,10,0,5,3,5,1,5,0,0,200,3,16,3,4,4,0,2,52,95,-50000
12975,12975,19,33,29,7,0,0,3,5,0,4,0,0,0,3,14,6,2,4,2,2,40,95,-50000
12976,12976,14,0,0,3,0,0,3,7,1,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
12977,12977,70,0,0,15,0,5,3,5,1,4,0,0,0,5,1,4,0,4,0,1,0,95,-50000
12978,12978,47,8,2,1,0,1,3,5,1,5,0,0,1000,2,3,4,4,4,0,2,52,95, 50000+.
12979,12979,17,0,0,14,0,0,0,7,0,7,0,0,0,5,22,0,0,4,0,2,0,95,-50000
12980,12980,55,0,0,2,0,4,3,5,0,0,0,0,0,5,3,4,0,4,0,1,0,94,-50000
12981,12981,36,29,38,1,103,1,2,5,1,0,0,0,0,2,3,4,3,4,0,2,52,94,-50000
12982,12982,43,43,2,4,0,1,3,5,0,5,0,0,230,2,32,7,6,4,0,2,52,95, 50000+.
12983,12983,60,0,0,2,0,1,3,5,0,4,0,0,1000,4,32,7,3,4,0,2,4,95,-50000
12984,12984,68,0,0,14,0,4,3,5,0,0,0,0,0,5,3,4,0,4,0,2,0,94,-50000
12985,12985,51,34,3,1,0,1,3,5,1,0,0,0,0,2,32,7,2,4,1,2,52,94, 50000+.
12986,12986,24,33,28,10,0,0,3,5,0,5,0,0,0,3,16,3,6,4,0,2,52,95,-50000
12987,12987,45,0,0,10,0,5,3,5,1,4,0,1602,0,3,1,4,0,4,0,2,0,95,-50000
12988,12988,11,0,0,3,0,0,4,0,0,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
12989,12989,46,39,36,14,0,0,1,5,1,0,0,0,0,3,1,4,3,4,0,2,47,94,-50000
12990,12990,21,36,27,10,0,0,3,0,0,0,0,0,0,5,14,6,0,4,0,2,0,94,-50000
12991,12991,23,0,0,10,0,0,0,7,1,0,0,0,0,5,14,6,0,2,0,2,0,94,-50000
12992,12992,21,35,26,7,0,3,3,5,0,0,0,0,0,3,19,6,6,4,0,2,52,94,-50000
12993,12993,59,41,12,0,0,4,3,5,0,5,4787,0,700,3,1,4,6,4,0,2,52,95, 50000+.
12994,12994,25,43,9,7,171,0,3,5,0,0,0,0,0,3,1,4,5,4,2,2,15,94,-50000
12995,12995,45,45,11,4,0,1,3,5,1,0,0,1977,250,2,3,4,1,4,0,2,52,94, 50000+.
12996,12996,17,0,0,2,0,0,4,5,1,0,0,0,0,5,22,0,0,4,0,2,0,94,-50000
12997,12997,29,33,19,10,0,1,3,5,0,5,0,0,0,2,32,7,2,4,0,2,12,95,-50000
12998,12998,79,2,43,10,0,1,3,5,1,0,0,0,0,0,3,4,1,4,0,2,52,94,-50000
12999,12999,1,0,0,3,0,0,3,7,1,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
13000,13000,13,0,0,3,0,0,3,0,1,0,0,0,0,5,9,5,0,4,0,0,0,95,-50000
13001,13001,45,4,34,10,27,1,3,5,1,0,0,0,0,2,3,4,3,4,0,2,52,94, 50000+.
13002,13002,30,15,41,10,0,1,3,5,1,0,0,0,0,2,3,4,6,4,0,2,49,94,-50000
13003,13003,22,33,29,2,0,0,3,5,1,0,0,0,0,3,5,5,2,4,2,2,40,94,-50000
13004,13004,36,39,32,10,0,0,1,5,1,0,0,0,0,1,3,4,1,4,0,2,52,94,-50000
13005,13005,37,16,2,0,0,1,3,5,1,5,0,1902,0,2,3,4,5,4,2,2,52,95, 50000+.
13006,13006,65,50,26,10,0,4,3,5,0,4,0,0,0,5,1,4,1,4,0,2,1,95,-50000
13007,13007,71,0,0,0,0,1,3,5,0,4,0,0,0,0,32,7,0,4,0,2,0,95,-50000
13008,13008,24,33,41,10,0,0,3,5,1,0,0,0,0,3,21,5,6,4,2,2,52,94,-50000
13009,13009,64,49,14,7,732,1,3,5,1,2,0,0,0,2,3,4,6,4,0,2,52,95, 50000+.
13010,13010,84,0,0,10,0,4,3,5,0,4,0,0,0,1,3,4,0,4,0,2,0,95,-50000
13011,13011,70,32,18,10,0,1,3,5,1,2,0,0,0,0,3,4,1,4,2,2,36,95,-50000
13012,13012,49,36,27,7,0,0,1,5,0,0,0,0,0,3,1,4,1,1,0,2,42,94,-50000
13013,13013,60,14,4,16,0,5,3,5,1,0,4934,0,400,1,3,4,6,4,0,2,52,94, 50000+.
13014,13014,23,21,36,10,0,0,3,5,0,0,0,0,0,3,16,3,6,4,0,2,52,94,-50000
13015,13015,41,48,26,7,0,1,3,5,0,5,0,0,5000,2,32,7,3,4,0,2,50,95,-50000
13016,13016,82,0,0,4,0,4,3,5,1,4,0,0,0,3,1,4,1,3,0,2,52,95, 50000+.
13017,13017,34,37,26,10,0,1,3,5,1,5,0,0,0,2,3,4,4,4,0,2,52,95,-50000
13018,13018,69,0,0,10,0,1,3,5,0,4,0,0,0,0,32,7,6,4,0,2,12,95,-50000
13019,13019,65,40,29,10,0,1,3,5,0,0,0,0,0,0,32,7,4,4,0,2,52,94,-50000
13020,13020,44,4,2,1,0,1,3,5,1,0,0,0,0,2,3,4,3,4,0,2,52,94, 50000+.
13021,13021,43,0,0,2,0,1,3,5,0,4,0,0,0,2,32,7,6,4,0,2,16,95,-50000
13022,13022,48,47,28,0,0,5,3,5,1,5,4787,0,0,3,16,3,6,4,0,2,52,95, 50000+.
13023,13023,37,42,30,10,0,2,3,5,0,5,0,0,0,2,32,7,3,4,0,2,52,95,-50000
13024,13024,70,0,0,9,0,4,3,5,0,0,0,0,0,5,1,4,0,1,0,2,0,94,-50000
13025,13025,46,45,23,10,0,1,3,5,0,0,0,0,1750,2,32,7,2,4,0,2,52,94,-50000
13026,13026,33,33,42,10,0,1,3,5,1,0,0,0,0,2,25,5,1,4,0,2,52,94,-50000
13027,13027,32,4,40,6,0,1,3,1,1,5,0,0,0,2,3,4,1,1,0,2,36,95,-50000
13028,13028,43,41,2,1,0,5,3,3,1,5,0,0,0,3,1,4,6,1,0,2,52,95, 50000+.
13029,13029,87,0,0,9,0,1,3,5,0,4,0,0,0,5,32,7,0,1,0,2,0,95,-50000
13030,13030,81,0,0,12,0,1,3,5,0,0,0,0,7200,0,32,7,0,4,0,2,0,94,-50000
13031,13031,53,11,2,10,0,1,3,5,1,5,0,0,0,2,3,4,6,4,0,2,52,95, 50000+.
13032,13032,73,0,0,10,0,1,3,5,0,0,0,0,0,5,3,4,0,4,0,2,0,94,-50000
13033,13033,32,25,18,1,0,1,3,5,1,0,99999,0,200,2,3,4,6,4,0,2,52,94, 50000+.
13034,13034,38,33,16,7,0,0,3,5,1,0,0,0,10,3,1,4,1,4,0,2,52,94,-50000
13035,13035,47,33,15,1,0,1,3,5,1,5,7688,0,0,2,3,4,3,4,0,2,52,95,-50000
13036,13036,7,0,0,3,0,0,3,9,0,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
13037,13037,37,37,4,1,0,4,3,5,0,0,0,0,0,3,1,4,3,4,0,2,51,94,-50000
13038,13038,27,0,0,7,0,5,3,5,1,0,0,0,0,3,16,3,6,4,0,2,26,94,-50000
13039,13039,30,11,5,0,0,1,3,5,1,0,0,0,0,2,32,7,3,4,0,2,52,94,-50000
13040,13040,34,19,33,10,0,0,3,5,1,0,0,0,300,3,1,4,6,4,0,2,52,94,-50000
13041,13041,39,50,23,10,0,6,3,0,0,5,0,0,0,1,33,6,6,4,0,2,52,95,-50000
13042,13042,29,0,0,10,0,0,3,2,1,0,0,0,0,5,1,4,0,4,0,2,0,94,-50000
13043,13043,42,33,5,12,0,1,3,5,0,5,0,0,0,2,32,7,6,4,0,2,52,95,-50000
13044,13044,51,11,2,1,0,1,3,5,1,0,0,0,0,2,3,4,6,1,0,2,52,94, 50000+.
13045,13045,47,0,0,14,0,0,3,5,1,0,0,0,0,5,14,6,0,4,0,2,0,94,-50000
13046,13046,32,4,34,6,0,1,3,1,1,2,0,0,0,2,3,4,1,1,0,2,40,95,-50000
13047,13047,56,44,26,16,0,1,3,5,1,5,0,0,35,2,3,4,3,4,0,2,52,95,-50000
13048,13048,76,0,0,10,0,1,3,5,1,4,0,0,1000,0,3,4,0,4,0,1,0,95, 50000+.
13049,13049,46,34,3,1,0,1,3,5,1,0,0,0,250,2,3,4,4,4,0,2,52,94, 50000+.
13050,13050,29,0,0,7,0,2,3,5,0,0,0,0,0,2,3,4,0,4,0,2,0,94,-50000
13051,13051,14,0,0,3,0,0,0,1,1,0,0,0,0,5,22,0,0,1,0,0,0,95,-50000
13052,13052,23,43,2,7,0,1,3,5,1,5,0,0,0,2,33,6,2,4,2,2,45,95,-50000
13053,13053,33,27,36,10,0,1,3,5,1,0,0,0,0,2,3,4,4,4,0,2,52,94,-50000
13054,13054,34,4,40,10,0,6,3,5,1,1,0,0,0,5,19,6,3,4,0,2,25,95,-50000
13055,13055,43,41,13,0,662,1,3,5,1,0,0,0,0,2,32,7,6,4,0,2,52,94,-50000
13056,13056,3,0,0,3,0,0,3,3,0,0,0,0,0,5,29,3,0,4,0,0,0,94,-50000
13057,13057,41,43,10,0,0,1,1,5,0,0,0,0,0,2,32,7,6,4,0,2,52,94,-50000
13058,13058,36,45,4,1,0,1,3,5,1,0,7298,0,750,2,3,4,5,4,0,2,52,94, 50000+.
13059,13059,49,33,16,10,0,5,3,5,1,0,0,0,0,3,1,4,4,4,1,2,52,94,-50000
13060,13060,70,0,0,10,0,4,3,3,0,4,0,0,0,5,31,5,0,1,0,2,0,95,-50000
13061,13061,69,0,0,15,0,1,3,0,0,4,0,0,0,0,32,7,6,4,0,2,2,95,-50000
13062,13062,53,0,0,7,0,1,3,5,1,4,0,0,0,2,3,4,0,4,0,2,0,95,-50000
13063,13063,59,41,12,0,0,6,3,5,1,5,0,0,0,3,1,4,6,4,2,2,52,95, 50000+.
13064,13064,6,0,0,3,0,0,1,5,0,0,0,0,0,5,22,0,0,4,0,0,0,94,-50000
13065,13065,29,12,5,7,0,1,3,5,1,5,0,0,0,2,3,4,4,4,0,2,52,95,-50000
13066,13066,46,14,4,1,0,1,3,5,1,0,0,0,100,2,3,4,6,4,0,2,52,94, 50000+.
13067,13067,42,50,41,7,570,1,4,5,1,5,0,0,0,2,3,4,6,3,0,2,52,95,-50000
13068,13068,74,0,0,12,0,0,3,5,0,4,0,0,169,3,1,4,0,4,0,2,0,95,-50000
13069,13069,46,41,12,1,0,1,3,5,0,5,0,0,0,2,32,7,6,4,0,2,52,95,-50000
13070,13070,68,0,0,14,0,1,3,5,0,4,0,0,0,0,32,7,0,4,0,2,0,95,-50000
13071,13071,57,43,10,0,0,1,3,5,1,5,15024,0,0,2,3,4,4,4,0,2,52,95, 50000+.
13072,13072,58,2,23,10,0,1,3,5,0,0,0,0,0,4,3,4,1,4,0,2,52,94,-50000
13073,13073,31,12,35,10,0,1,3,0,0,0,0,0,0,5,32,7,0,4,0,2,0,94,-50000
13074,13074,33,47,28,10,0,1,3,5,1,5,0,0,0,2,3,4,4,4,0,2,52,95, 50000+.
13075,13075,59,0,0,10,0,1,4,5,0,0,0,0,0,2,32,7,0,1,0,2,0,94,-50000
13076,13076,49,43,12,0,0,1,3,5,0,5,0,0,1225,2,32,7,6,4,0,2,45,95,-50000
13077,13077,36,0,0,10,0,0,3,5,1,4,0,0,0,3,14,6,6,4,0,2,35,95,-50000
13078,13078,64,42,26,2,0,5,1,5,0,5,0,0,0,3,1,4,4,4,0,2,30,95,-50000
13079,13079,52,0,0,0,0,1,3,5,0,4,0,0,10000,2,32,7,0,4,0,2,0,95, 50000+.
13080,13080,44,44,32,6,0,1,3,5,0,0,0,0,0,2,32,7,6,4,0,2,52,94,-50000
13081,13081,31,4,42,7,0,1,3,5,1,0,0,0,0,2,32,7,2,4,0,2,52,94,-50000
13082,13082,48,33,16,7,0,1,3,5,1,0,0,0,0,2,3,4,1,4,0,2,52,94, 50000+.
13083,13083,47,45,3,0,0,1,3,5,0,5,0,0,0,2,32,7,3,4,0,2,52,95, 50000+.
13084,13084,15,0,0,15,0,0,3,5,1,4,0,0,0,5,22,0,1,4,0,2,16,95,-50000
13085,13085,51,14,37,10,0,1,1,5,1,0,0,0,0,2,3,4,2,4,0,2,52,94,-50000
13086,13086,33,33,26,16,0,2,3,5,0,5,0,0,0,2,32,7,6,4,0,2,52,95,-50000
13087,13087,36,29,38,10,0,1,3,5,1,0,0,0,0,2,3,4,4,4,0,2,52,94, 50000+.
13088,13088,38,11,3,16,598,1,3,5,1,0,0,0,2,2,32,7,6,4,0,2,52,94,-50000
13089,13089,62,44,26,10,0,1,3,5,0,5,0,0,14,4,32,7,1,4,0,2,52,95,-50000
13090,13090,56,0,0,14,0,1,3,0,0,0,0,0,0,2,32,7,0,4,0,2,0,94,-50000
13091,13091,29,0,0,2,0,1,3,5,0,4,0,0,0,2,32,7,6,4,0,2,22,95,-50000
13092,13092,62,43,31,10,164,1,3,5,1,5,0,0,0,2,3,4,3,4,0,2,52,95,-50000
13093,13093,51,24,42,16,0,1,3,5,1,5,0,0,50,2,3,4,6,4,0,2,52,95, 50000+.
13094,13094,25,30,24,10,401,0,3,5,0,0,0,0,0,3,1,4,3,4,0,2,52,94,-50000
13095,13095,67,0,0,15,0,1,3,5,1,0,0,0,0,4,3,4,1,4,0,2,20,94,-50000
13096,13096,39,30,15,0,0,1,3,5,1,0,15024,0,1800,2,3,4,6,4,0,2,52,94, 50000+.
13097,13097,32,0,0,10,0,1,3,1,0,4,0,0,0,5,32,7,0,0,0,2,0,95,-50000
13098,13098,43,41,26,10,0,5,3,5,0,0,0,0,0,3,19,6,5,4,2,2,52,94,-50000
